datetime,username,content
2022-09-14 11:20:52+00:00,jokowi,"Sebuah jembatan gantung yang menghubungkan Pulau Fair dan Pulau Kei Kecil di Kab. Maluku Tenggara, Maluku saya resmikan hari ini. 

Dalam satu tahun pemerintah membangun sekitar 200 jembatan serupa sebagai akses konektivitas warga  antarkecamatan, antardesa, atau antarpulau. https://t.co/OC0RyPOq5O"
2022-09-14 02:52:06+00:00,jokowi,"Saya ke Maluku hari ini untuk kunjungan kerja di Kab. Maluku Tenggara dan Kota Tual. Rencananya, saya hendak mengunjungi Jembatan Wear Fair, menyerahkan bantuan sosial dan sembako di Kantor Pos Tual, mengunjungi pasar, juga berdialog dengan nelayan dan pembudidaya rumput laut. https://t.co/ZOfEJpf5uk"
2022-09-13 05:09:55+00:00,jokowi,"Menerima surat kepercayaan delapan duta besar luar biasa dan berkuasa penuh dari negara sahabat, hari ini, di Istana Merdeka. 

Para duta besar berasal dari negara-negara Kanada, Thailand, Austria, Singapura, Belgia, Tanzania, Finlandia, dan Armenia.

Selamat datang di Indonesia. https://t.co/9IjBZuU0Ix"
2022-09-12 11:24:13+00:00,jokowi,"Masih ada ruang yang sangat besar untuk menggunakan dana alokasi umum maupun belanja tidak terduga oleh pemerintah provinsi, kabupaten, maupun kota. Dana tersebut dapat digunakan pemda untuk memberikan bantuan sosial kepada masyarakat yang terdampak penyesuaian BBM."
2022-09-12 11:24:12+00:00,jokowi,"Realisasi APBD hingga saat ini masih 47%. Untuk itu, saya mendorong pemda menggunakan 2% dari komponen anggaran dalam APBD yaitu dana transfer umum yang terdiri atas dana bagi hasil (DBH) dan dana alokasi umum (DAU) untuk menyelesaikan persoalan akibat penyesuaian harga BBM."
2022-09-12 11:24:12+00:00,jokowi,Seluruh pemerintah daerah hendaknya tidak ragu mengalokasikan APBD untuk menyelesaikan persoalan dari penyesuaian harga bahan bakar minyak. Pemerintah telah mengeluarkan payung hukum yang jelas tentang itu melalui Peraturan Menteri Keuangan dan Surat Edaran Menteri Dalam Negeri. https://t.co/QTgbpiLbqx
2022-09-12 02:56:52+00:00,jokowi,"Selamat pagi. Indonesia memiliki sumber daya alam yang melimpah ruah di wilayah yang begitu luas. Sekarang, tergantung kepada kita, bagaimana memanfaatkan kekayaan itu untuk kepentingan nasional. https://t.co/PAwzkResiE"
2022-09-09 05:59:11+00:00,jokowi,"I am deeply saddened by the passing of Queen Elizabeth II, a widely admired and beloved queen.

My deepest sympathy and heartfelt condolences to the Royal Family, the government, and the people of the UK. https://t.co/13wqgbwMKo"
2022-09-09 01:07:16+00:00,jokowi,"Olahraga bukan sekadar gaya hidup dan latihan fisik belaka, melainkan instrumen untuk menanamkan jiwa dan karakter yang tangguh, memelihara semangat untuk menjadi pemenang, serta menjaga optimisme untuk maju. https://t.co/LsYTzsYdRw"
2022-09-07 10:45:07+00:00,jokowi,"Melantik dan mengambil sumpah jabatan Anggota Dewan Kehormatan Penyelenggara Pemilu (DKPP) Unsur Tokoh Masyarakat masa tugas 2022-2027. Mereka adalah I Dewa Kade Wiarsa Raka Sandi, Ratna Dewi Pettalolo, Muhammad Tio Aliansyah, Heddy Lugito, dan J. Kristiadi.

Selamat bekerja. https://t.co/cNjySDaBnz"
2022-09-07 10:28:57+00:00,jokowi,Selamat bekerja Bapak Abdullah Azwar Anas sebagai Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi. https://t.co/hr8WnXRwTX
2022-09-07 09:44:45+00:00,jokowi,"Selain itu, pandemi telah memberikan pelajaran akan pentingnya konsolidasi dari semua pihak untuk menghadapi berbagai permasalahan. Konsolidasi harus kita teruskan pascapandemi, karena adanya perang, krisis energi, krisis pangan, juga krisis finansial."
2022-09-07 09:44:45+00:00,jokowi,"Membuka acara Sarasehan 100 Ekonom Indonesia, hari ini, saya berharap para ekonom meninggalkan cara-cara lama dalam menghadapi situasi dunia yang penuh ketidakpastian dan berubah begitu cepat. https://t.co/qrGqW1d15k"
2022-09-07 05:53:56+00:00,jokowi,"Congratulations to new UK PM @trussliz.

Let us work together to strengthen 🇮🇩🇬🇧strategic partnership as well as peace, stability and prosperity in the Indo Pacific.

Best wishes and thanks to my good friend @BorisJohnson."
2022-09-05 14:45:36+00:00,jokowi,"Malam ini saya mengunjungi Gedung Sarinah, Jakarta dengan mengajak serta Presiden Republik Filipina Ferdinand Romualdez Marcos Jr. dan Ibu Louise Araneta Marcos. Beliau ingin melihat aneka produk asli  Indonesia. Saya kira di Sarinah inilah tempatnya. https://t.co/GtTlVeufZS"
2022-09-05 13:26:48+00:00,jokowi,"Indonesia secara khusus mendorong peningkatan ekspor produk makanan dan minuman, farmasi, produk kelapa dan rumput laut. 

Kami juga menyepakati penguatan kerja sama bilateral bidang infrastruktur dan industri strategis, perbatasan, pertahanan keamanan, dan kerja sama kawasan. https://t.co/caNfcNUpR6"
2022-09-05 13:26:46+00:00,jokowi,"Volume perdagangan di antara Indonesia dan Filipina telah meningkat hampir 50% dibandingkan tahun lalu. Dalam pertemuan bilateral dengan Presiden Republik Filipina Ferdinand Romualdez Marcos Jr., hari ini, saya mendorong agar volume perdagangan kedua negara lebih meningkat lagi. https://t.co/J2qAJumC7T"
2022-09-05 09:07:26+00:00,jokowi,Selamat datang Presiden Republik Filipina Bapak Ferdinand Romualdez Marcos Jr. dan Ibu Louise Araneta Marcos. https://t.co/IZaV4RaWLE
2022-09-03 09:16:29+00:00,jokowi,"Dari Papua, Maluku, dan hari ini di Lampung, saya datang untuk meninjau langsung pembagian Bantuan Langsung Tunai (BLT) Bahan Bakar Minyak (BBM). 

Saya sempat bertemu dengan para penerima BLT BBM di Kantor Pos Bandar Lampung. Alhamdulillah, prosesnya berjalan dengan baik. https://t.co/SwOvGfAFBO"
2022-09-03 09:11:48+00:00,jokowi,"Anggaran subsidi dan kompensasi BBM tahun 2022 mencapai Rp502,4 T. Subsidi yang diprioritaskan untuk masyarakat kurang mampu itu, justru 70% dinikmati kelompok masyarakat mampu.
 
Keputusan pemerintah untuk mengalihkan subsidi BBM adalah pilihan terakhir.

https://t.co/AgYwNwjIha"
2022-09-03 07:05:34+00:00,jokowi,"Berkunjung ke Pasar Olilit di Kepulauan Tanimbar, Maluku, saya dan Ibu Negara menerima sambutan yang sungguh hangat dari masyarakat. Di sini, saya menyerahkan bantuan sosial kepada para pedagang dan penerima manfaat sembari berjalan pelan menembus keramaian warga. https://t.co/4D20sdsyRB"
2022-09-03 02:57:24+00:00,jokowi,"Meninggalkan Maluku kemarin sore, saya dan Ibu Negara dilepas di Bandara Internasional Pattimura, Ambon, oleh sekelompok anak-anak dengan musik ukulele. https://t.co/eCMA73oSz8"
2022-09-02 08:30:48+00:00,jokowi,"Meninjau Sistem Penyediaan Air Minum (SPAM) Weymomolin di Kabupaten Kepulauan Tanimbar,  Maluku, menjelang Jumatan tadi.

Optimalisasi pengelolaan SPAM Weymomolin dilakukan untuk memenuhi kebutuhan air bersih di Saumlaki, Kepulauan Tanimbar, salah satu pulau terluar Indonesia. https://t.co/cdOi3TemqS"
2022-09-02 06:18:48+00:00,jokowi,"Terima kasih atas sambutan yang hangat dan meriah dari masyarakat Kepulauan Tanimbar, Maluku ... https://t.co/dwwQCZfpd7"
2022-09-02 06:16:50+00:00,jokowi,"Memantau langsung pemberian Bantuan Langsung Tunai (BLT) Bahan Bakar Minyak (BBM) di Kantor Pos Saumlaki, Kab. Kepulauan Tanimbar, Maluku, siang ini.

Pemerintah memberikan BLT sebagai pengalihan subsidi BBM untuk 20,65 juta keluarga, masing-masing Rp600.000 untuk empat bulan. https://t.co/pqiGUj2cRx"
2022-09-02 04:41:16+00:00,jokowi,"Di Pasar Olilit, saya bertemu dan membagikan bantuan langsung tunai kepada para pedagang sebagai tambahan modal usaha. https://t.co/qNLnkjxLUo"
2022-09-02 04:41:13+00:00,jokowi,"Pagi ini, saya mengunjungi Pasar Olilit di Kab. Tanimbar Selatan, Maluku dan mendapat sambutan yang luar biasa meriah dari masyarakat. 

Rupanya, kedatangan saya ke sini adalah kunjungan pertama Presiden RI setelah Presiden Soekarno datang ke Tanimbar Selatan di tahun 1958. https://t.co/y6BelGg1nB"
2022-09-01 13:51:30+00:00,jokowi,"Masuk di perut bumi sejauh 8 km, sampailah saya di lokasi tambang bawah tanah di kedalaman 1,8 km dari permukaan. 

Inilah lokasi tambang PT Freeport Indonesia yang canggih, dikontrol dengan teknologi 5G, dan dioperasikan oleh pekerja Indonesia, terutama putra-putri Papua. https://t.co/CZ8D0C8E8Y"
2022-09-01 12:05:31+00:00,jokowi,"Kita telah bergerak lebih maju dengan menerapkan 5G Smart Mining pertama di Asia Tenggara oleh PT Freeport Indonesia dan didukung oleh PT Telkomsel. 

Teknologi ini mendukung otomatisasi dan kendali jarak jauh, meningkatkan keselamatan kerja dan produktivitas pertambangan. https://t.co/qqrteu81eN"
2022-09-01 12:05:29+00:00,jokowi,"Dari lokasi penambangan PT Freeport Indonesia, hari ini saya meluncurkan Teknologi 5G Mining. 

Intervensi teknologi ini dibutuhkan untuk memajukan pertambangan yang umumnya di daerah terpencil, sulit terjangkau, dengan tantangan geografis dan konektivitas yang tidak mudah. https://t.co/ssnvRfpBiX"
2022-09-01 12:01:16+00:00,jokowi,"Ruang operator pengendali alat berat pertambangan berteknologi 5G di OB04, Kab. Mimika ini dioperasikan oleh putra-putri Indonesia. Mereka, sebagian berasal dari Papua, adalah tenaga ahli berkemampuan khusus.

Dengan teknologi 5G penambangan jadi lebih aman untuk para pekerja. https://t.co/vGYve51qLO"
2022-09-01 11:58:57+00:00,jokowi,"Turun dari kereta, berjalan kaki menuju GBC Unloading Station, sampailah saya di lokasi untuk menyaksikan proses bongkar muat hasil tambang dari kereta listrik tanpa awak. https://t.co/JimdXl5bCq"
2022-09-01 11:58:55+00:00,jokowi,"Hari ini, saya bisa melihat langsung kegiatan penambangan bawah tanah PT Freeport Indonesia di lokasi yang disebut Grasberg Block Cave underground di Kab. Mimika. Untuk ke lokasi itu, saya dan rombongan naik elevator shaft, lalu berganti kereta khusus sejauh 400 meter. https://t.co/WfACryTpAe"
2022-09-01 11:54:01+00:00,jokowi,"Dua tempat ibadah ini, Masjid Al Baabul Munawwar dan Gereja Oikumene Soteria, terletak di tempat yang tidak biasa: di lokasi pertambangan bawah tanah PT Freeport Indonesia. Saya mengunjungi lokasi yang disebut Deep Mill Level Zone (DMLZ) Underground, Kab. Mimika itu, siang tadi. https://t.co/QwJdgBs3bE"
2022-09-01 04:55:44+00:00,jokowi,"Dua jam di Grasberg, kami pun melanjutkan perjalanan menuju pertambangan bawah tanah. https://t.co/wiUO3Noq54"
2022-09-01 04:55:42+00:00,jokowi,"Tiba di Grasberg, saya dan langsung ke Museum Bunaken. Tony Wenas, Presdir  PTFI menjelaskan, Grasberg adalah tambang kedua. Tambang  pertama adalah Ertsberg. Sekarang, dua lokasi ini tidak lagi ditambang 100%. ""Sedang reklamasi dan me-maintain kestabilan lerengnya,” kata Tony. https://t.co/9NYlYyLH0t"
2022-09-01 04:52:57+00:00,jokowi,"Sepagi ini, jam 07.00 WIT, saya dan Ibu Negara bermobil menuju Tambang Grasberg milik PT Freeport Indonesia di Tembagapura. Lokasinya di ketinggian 3.325-4.285 mdpl. 

Setelah itu, saya ke tambang bawah tanah di OB 04, meninjau ruang kontrol pengendali alat berat berteknologi 5G. https://t.co/ta4Et5wG74"
2022-09-01 04:43:10+00:00,jokowi,"Dua jam di Grasberg, kami pun melanjutkan perjalanan menuju pertambangan bawah tanah. https://t.co/pGreHZr8EV"
2022-09-01 03:46:48+00:00,jokowi,"Penyaluran bantuan langsung tunai (BLT) tambahan sebagai pengalihan subsidi BBM dilakukan pertama kalinya di Kantor Pos Cabang Sentani, Kab. Jayapura, kemarin. 

BLT BBM diberikan selama 4 bulan sebesar Rp600 ribu yang akan dibagikan  2 kali masing-masing Rp300 ribu. https://t.co/zDNPMKBw44"
2022-08-31 15:42:30+00:00,jokowi,"Bersilaturahmi dengan karyawan PT Freeport Indonesia di Distrik Tembagapura, Kab. Mimika. 

Sebanyak 68% dari PDRB Kab. Mimika berasal dari PTFI, dan 34% terhadap PDRB Provinsi Papua.

Untuk itu, jajaran perusahaan tambang ini saya minta berhati-hati mengelola manajemen PTFI. https://t.co/fHtCKcHJFd"
2022-08-31 15:39:14+00:00,jokowi,"Masalah di sekolah itu langsung selesai hari ini juga. Pemerintah menyewa lahan tersebut hingga 2023, sampai gedung sekolah di lahan yang baru selesai dibangun oleh Pemerintah Kab. Jayapura.

Paling tidak, minggu depan anak-anak SMP Negeri 1 Sentani sudah kembali masuk sekolah. https://t.co/0ttpzn7SOB"
2022-08-31 15:39:12+00:00,jokowi,"Sekelompok warga berunjuk rasa di sebelah kantor pos Sentani, Kab. Jayapura, siang tadi. 

""Anak-anak kami tidak bisa sekolah, Pak. Sekolahnya dipalang karena (menempati) tanah ulayat,” kata salah seorang dari mereka yang saya tanyai. Nama sekolahnya SMP Negeri 1 Sentani. https://t.co/jWkNMjGNT2"
2022-08-31 14:51:46+00:00,jokowi,"Dari 64 juta UMKM di Indonesia, baru 1,8 juta UMKM yang telah memiliki NIB. Kontribusi UMKM terhadap produk domestik bruto (PDB) kita cukup besar yaitu mencapai angka 61%, selain kontribusi yang besar dalam sektor ketenagakerjaan. https://t.co/PkVonUpWmI"
2022-08-31 14:51:45+00:00,jokowi,"Membagikan nomor induk berusaha (NIB) kepada para pelaku usaha mikro, kecil, dan menengah di GOR Toware, Kab. Jayapura. 

Dengan NIB itu, para pelaku UMKM telah menjadi pengusaha formal dan memiliki akses permodalan di bank, seperti mengambil kredit usaha rakyat dengan bunga 3%. https://t.co/8Qde4xwwWH"
2022-08-31 14:20:36+00:00,jokowi,"Meninjau kawasan Rumah Sehat Kampung Doyo Baru, Distrik Waibu, Kab. Jayapura, siang tadi. 

Rumah-rumah yang telah dibangun segera bisa ditempati. Ini tempat tinggal yang bagus, lahan di kanan kirinya disiapkan untuk bercocok tanam. Masyarakat juga diberdayakan untuk peternakan. https://t.co/v77cSJMaBX"
2022-08-31 09:59:54+00:00,jokowi,"Berkunjung ke Pasar Kampung Doyo Baru di Kabupaten Jayapura, siang ini, seraya menyerahkan bantuan sosial kepada para pedagang pasar dan masyarakat penerima manfaat. https://t.co/GZfrrFsobz"
2022-08-31 09:58:03+00:00,jokowi,"Bantuan langsung tunai (BLT) tambahan sebagai pengalihan subsidi BBM disalurkan pertama kalinya di Kantor Pos Cabang Sentani, Kab. Jayapura, hari ini. 

BLT BBM diberikan kepada masyarakat selama 4 bulan sebesar Rp600 ribu yang akan diberikan 2 kali masing-masing Rp300 ribu. https://t.co/GuSDsKcwp3"
2022-08-31 06:29:09+00:00,jokowi,"Bermain sepak bola bersama anak-anak Papua di Stadion Lukas Enembe, Jayapura. Tanah Papua telah melahirkan begitu banyak talenta sepak bola dari zaman ke zaman. https://t.co/hxygr5rRgc"
2022-08-31 06:14:58+00:00,jokowi,"Pemerintah telah membangun fasilitas-fasilitas olahraga berkelas internasional di Papua saat menyambut PON XX, tahun lalu. 

Selepas penyelenggaraan PON itu, fasilitas ini harus tetap dirawat dan dimanfaatkan. Apalagi Papua memiliki banyak talenta di berbagai bidang olahraga. https://t.co/M4T1qF8LAB"
2022-08-31 03:28:21+00:00,jokowi,"Saat ini, ada 30 anak yang tergabung dalam PFA, yang terpilih dari 477 yang diseleksi. Mereka akan tetap mendapatkan pendidikan formal di sekolah. Dengan begitu, mereka kelak menjadi pemain bola dengan jiwa percaya diri dan karakter yang kuat, kompetitif, sportif, juga pandai. https://t.co/iQjTrRQdVT"
2022-08-31 03:28:19+00:00,jokowi,"PFA menjadi sekolah bagi putra Papua usia 14-15 tahun untuk mengasah bakat dalam olahraga sepak bola. Di akademi ini, anak-anak akan disiplin menjalani latihan rutin yang didampingi oleh para pelatih dengan reputasi yang baik. https://t.co/r078uqIozk"
2022-08-31 03:28:16+00:00,jokowi,"Setiap zaman, Papua melahirkan banyak talenta sepak bola. Masih ingat Rully Nere? Yohanes Auri? Atau generasi setelahnya seperti Aples Tecuari, Alexander Pulalo, Boaz Salossa, Elie Aiboy, Ramai Rumakiek, Ricky Kambuaya, dll. 

Untuk itulah Papua Football Academy (PFA) dibentuk. https://t.co/atvLwaoRkv"
2022-08-31 02:11:52+00:00,jokowi,"Saya meluncurkan Papua Football Academy dari Stadion Lukas Enembe, Jayapura, pagi ini. Di sini, anak-anak Papua dengan talenta-talenta sepak bola mulai dididik dengan kedisiplinan, karakter yang baik, dan tetap bisa bersekolah. https://t.co/0t0Pn61Kw5"
2022-08-30 06:29:15+00:00,jokowi,"Dari Bandara Halim Perdanakusuma siang ini, saya bersama Ibu Negara bertolak menuju Papua untuk kunjungan kerja. Rencananya, besok saya hendak meresmikan Papua Football Academy (PFA) dan menyerahkan Nomor Induk Berusaha (NIB) bagi pelaku usaha mikro kecil (UMK) dan perseorangan. https://t.co/G6g35ZAI96"
2022-08-29 09:57:09+00:00,jokowi,"Selanjutnya, pemerintah daerah akan menggunakan anggaran 2% dari dana transfer umum yaitu Dana Alokasi Umum dan Dana Bagi Hasil dalam bentuk subsidi transportasi. Dana Rp2,17 triliun ini disalurkan untuk membantu sektor transportasi seperti angkutan umum, ojek, sampai nelayan."
2022-08-29 09:57:08+00:00,jokowi,"Sebanyak Rp12,4 triliun akan disalurkan berupa bantuan sosial sebesar Rp150 ribu yang dibayarkan 4 kali kepada 20,65 juta keluarga penerima manfaat. Lalu, Rp9,6 triliun disalurkan kepada 16 juta pekerja dengan gaji maksimal Rp3,5 juta per bulan, masing-masing Rp600 ribu."
2022-08-29 09:57:07+00:00,jokowi,"Pemerintah akan menyalurkan sejumlah bantuan sosial tambahan kepada masyarakat sebagai bentuk pengalihan subsidi BBM sebesar Rp24,17 triliun. 

Saya berharap agar bantuan sosial ini dapat meringankan beban masyarakat yang dihadapkan pada tekanan berbagai kenaikan harga. https://t.co/gZK5IfUIoN"
2022-08-28 09:25:55+00:00,jokowi,Calon presiden menurut konstitusi kita harus diusung oleh partai politik. Apa artinya? https://t.co/9hcgMWCwvF
2022-08-28 07:17:11+00:00,jokowi,"Bersama Ibu Negara, saya mengunjungi Pasar Cicaheum di Kota Bandung, Minggu pagi ini untuk bertemu para pedagang, menyerahkan bantuan sosial kepada para penerima manfaat, sekaligus mengecek harga bahan pokok. https://t.co/nmMtw2M2b3"
2022-08-28 06:57:38+00:00,jokowi,"Melepas Kirab Merah Putih di halaman depan Istana Merdeka, pagi ini. Kirab ini diikuti oleh seluruh elemen bangsa, dari organisasi masyarakat, mahasiswa, hingga masyarakat umum. https://t.co/7pdfIrPNWV"
2022-08-27 06:32:11+00:00,jokowi,Dukung siapa nanti? https://t.co/nvuloeoDNA
2022-08-25 14:30:51+00:00,jokowi,"Tantangan global semakin berat. Rintangannya pun semakin banyak. Di tengah situasi itu, pemimpin seperti apa yang kelak dibutuhkan Indonesia? https://t.co/8p6XGLVSPn"
2022-08-24 08:23:34+00:00,jokowi,"Ini kunjungan beliau yang ke-7 ke Indonesia. Pada kedatangan terakhir, 2019 lalu, sudah ada perusahaan Indonesia yang bergerak di bidang wellness spa di Kerajaan Eswatini. 

Raja Mswati III mengatakan bahwa Eswatini akan mengimpor kosmetik-kosmetik produk Indonesia. https://t.co/qSZXNtMrUi"
2022-08-24 08:23:32+00:00,jokowi,"Menerima kunjungan Raja Mswati III dari Kerajaan Eswatini di Istana Merdeka, hari ini. 

Kami berdiskusi membahas upaya peningkatan kerja sama ekonomi kedua negara terutama di bidang infrastruktur, energi, pariwisata, dan kesehatan. https://t.co/skkqw1hC5x"
2022-08-23 09:51:59+00:00,jokowi,"Pengelola TMII saya minta untuk menggelar secara rutin acara-acara seni budaya di setiap anjungan daerah maupun panggung-panggung terbuka di TMII.

Tak lupa saya menitip pesan agar tarifnya jangan mahal-mahal. Seluruh rakyat harus bisa menikmati TMII. https://t.co/LPcboKl1Go"
2022-08-23 09:51:57+00:00,jokowi,"Renovasi Taman Mini Indonesia Indah telah mencapai 98%, dan direncanakan rampung akhir 2022. 

Saya berharap, setelah renovasi dengan anggaran Rp1,1 triliun itu, TMII menjadi tujuan wisata masyarakat dari dalam dan luar negeri untuk melihat keberagaman seni dan budaya Indonesia. https://t.co/hQZekuzolT"
2022-08-23 09:44:48+00:00,jokowi,"Atau peluang dari tanaman jagung yang juga banyak permintaan dari luar negeri.

Pendeknya, dalam situasi sesulit apapun, pasti ada peluang. Dan yang paling bisa menangkap peluang itu adalah para wirausahawan."
2022-08-23 09:44:47+00:00,jokowi,"Sejumlah negara meminta Indonesia untuk mengekspor beras, yang sayangnya belum dapat kita penuhi.

Akan tetapi peluang lain di bidang pangan tetap terbuka. Contohnya, gandum yang saat ini masih  diimpor, dapat diganti dengan campuran gandum seperti sorgum. https://t.co/w9pLjVs3NB"
2022-08-23 01:37:10+00:00,jokowi,Apa benar kita kurang bebas berbicara? https://t.co/JYEcxGpA6G
2022-08-22 08:47:51+00:00,jokowi,"Sedikitnya 3.000 warga Jawa Timur dari  Kabupaten Sidoarjo, Kabupaten Malang, Kota Malang, dan Kabupaten Gresik hari ini hadir di Gelora Delta Sidoarjo untuk menerima sertifikat tanah. Saya berharap mereka menggunakan sertifikat tanah yang diterima itu secara bijak. https://t.co/UySONY0wRv"
2022-08-22 08:24:22+00:00,jokowi,"Menyapa para pedagang Pasar Larangan, Kabupaten Sidoarjo, sekaligus menyerahkan bantuan langsung kepada para penerima manfaat, siang ini. Semoga bermanfaat untuk tambahan modal usaha. https://t.co/dTfFXFqvKM"
2022-08-22 06:28:25+00:00,jokowi,"Saya kira akan banyak petani dari daerah yang mau membeli alat dan mesin pertanian, berupa rice mill unit (RMU), dryer, combine harvester, traktor dan lain-lain dengan pola taksi alsintan. https://t.co/u0lrKPuczm"
2022-08-22 06:28:23+00:00,jokowi,"Dari Gresik, Jawa Timur, hari ini saya meluncurkan taksi alsintan, program untuk membantu menyediakan alat dan mesin pertanian secara mandiri oleh pelaku usaha di sektor pertanian melalui fasilitasi bantuan Kredit Usaha Rakyat (KUR). https://t.co/Z0VNZGIt1c"
2022-08-22 06:26:11+00:00,jokowi,Lumbung pangan berbasis mangga ini layak dikembangkan di sejumlah daerah di Tanah Air yang kira-kira memiliki kondisi lahan marginal yang cocok untuk mangga. https://t.co/LekhTbFCgK
2022-08-22 06:26:10+00:00,jokowi,"Lumbung pangan (food estate) berbasis mangga yang sudah tertata dengan baik kini hadir di Kab. Gresik, Jawa Timur. 

Saya berharap produksinya tidak hanya untuk kebutuhan dalam negeri, tetapi juga bisa diekspor ke luar negeri seperti Timur Tengah, Tiongkok, Jepang, hingga Eropa. https://t.co/STmHHc1DaK"
2022-08-22 02:08:04+00:00,jokowi,"Saya berada di Jawa Timur sejak kemarin dan telah berkunjung ke Pasar Pucang Anom, Surabaya untuk menyerahkan bantuan langsung kepada para penerima manfaat.

Pagi ini saya ke Gresik dan Sidoarjo untuk meluncurkan lumbung pangan serta membagi sertifikat tanah untuk rakyat. https://t.co/2GIQiwwlD5"
2022-08-19 08:10:08+00:00,jokowi,"Jambore Nasional XI Pramuka sedang berlangsung di Bumi Perkemahan Cibubur, Jakarta. Pagi ini, sebagai Ketua Majelis Pembimbing Nasional, saya datang berkunjung untuk bertemu dan menyaksikan atraksi para peserta jambore dari berbagai daerah di seluruh Indonesia.

Salam Pramuka. https://t.co/lLrAEto0kB"
